sample_id,sample_rank,q_index,filename,direction,status,clean_obj,corrupt_obj,gap,detailed_ratio_vs_gap,necessity_ratio_vs_gap,rough_ratio_vs_gap,rough_necessity_ratio_vs_gap,probe_head,target_token_str,distractor_token_str,ap_mode,error
codecontests_java_520,955,,codecontests_java_520.txt,reverse_no_tool,ok,0.0,-3.234375,3.234375,0.9982167119565217,0.714975845410628,0.9808272946859904,0.6014492753623188,L24H6,I,<tool_call>,full,
codecontests_java_521,956,,codecontests_java_521.txt,reverse_no_tool,ok,0.0,-2.5625,2.5625,0.9937118902439024,0.9329268292682927,0.9805640243902439,0.774390243902439,L21H12,I,<tool_call>,full,
codecontests_java_522,957,,codecontests_java_522.txt,reverse_no_tool,ok,0.0,-3.0625,3.0625,0.9961136798469388,0.7193877551020408,0.9838966836734694,0.5459183673469388,L24H6,I,<tool_call>,full,
codecontests_cpp_524,958,,codecontests_cpp_524.txt,reverse_no_tool,ok,0.0,-4.875,4.875,0.9907852564102564,0.8910256410256411,0.9739583333333334,0.6730769230769231,L24H6,I,<tool_call>,full,
codecontests_java_524,959,,codecontests_java_524.txt,reverse_no_tool,ok,0.0,-3.546875,3.546875,0.994080396475771,0.8546255506607929,0.9941492290748899,0.7180616740088106,L24H6,I,<tool_call>,full,
codecontests_cpp_526,960,,codecontests_cpp_526.txt,reverse_no_tool,ok,0.0,-3.625,3.625,0.9939722521551724,0.875,0.9861260775862069,0.75,L21H12,I,<tool_call>,full,
codecontests_java_526,961,,codecontests_java_526.txt,reverse_no_tool,ok,0.0,-4.5,4.5,0.9962293836805556,0.875,0.9750434027777778,0.7777777777777778,L21H12,I,<tool_call>,full,
codecontests_cpp_527,962,,codecontests_cpp_527.txt,reverse_no_tool,ok,0.0,-3.078125,3.078125,0.9967679251269036,0.9593908629441624,0.9793781725888325,0.8324873096446701,L21H12,I,<tool_call>,full,
codecontests_java_527,963,,codecontests_java_527.txt,reverse_no_tool,ok,0.0,-2.5,2.5,0.9960693359375,0.78125,0.99052734375,0.609375,L24H6,I,<tool_call>,full,
codecontests_cpp_529,964,,codecontests_cpp_529.txt,reverse_no_tool,ok,0.0,-2.859375,2.859375,0.9831796448087432,0.9781420765027322,0.9903090846994536,0.8469945355191257,L24H6,I,<tool_call>,full,
codecontests_java_530,965,,codecontests_java_530.txt,reverse_no_tool,ok,0.0,-4.9375,4.9375,0.9923358386075949,0.8417721518987342,0.9740901898734177,0.689873417721519,L21H12,I,<tool_call>,full,
codecontests_cpp_531,966,,codecontests_cpp_531.txt,reverse_no_tool,ok,0.0,-3.90625,3.90625,0.99746875,1.08,0.996984375,0.816,L21H1,I,<tool_call>,full,
codecontests_java_531,967,,codecontests_java_531.txt,reverse_no_tool,ok,0.0,-2.765625,2.765625,0.9964468573446328,0.6977401129943502,0.973340395480226,0.6186440677966102,L24H6,I,<tool_call>,full,
codecontests_java_532,968,,codecontests_java_532.txt,reverse_no_tool,ok,0.0,-3.3125,3.3125,0.9927771226415094,0.9622641509433962,0.9887234669811321,0.8915094339622641,L21H12,I,<tool_call>,full,
codecontests_cpp_534,969,,codecontests_cpp_534.txt,reverse_no_tool,ok,0.0,-1.5625,1.5625,0.99740234375,1.005,0.99654296875,0.83,L21H12,I,<tool_call>,full,
codecontests_java_534,970,,codecontests_java_534.txt,reverse_no_tool,ok,0.0,-6.21875,6.21875,0.9926586055276382,1.0050251256281406,0.9873586683417085,0.9045226130653267,L21H12,I,<tool_call>,full,
codecontests_cpp_535,971,,codecontests_cpp_535.txt,reverse_no_tool,ok,0.0,-3.09375,3.09375,0.998342803030303,0.8737373737373737,0.9840593434343434,0.6464646464646465,L21H1,I,<tool_call>,full,
codecontests_java_535,972,,codecontests_java_535.txt,reverse_no_tool,ok,0.0,-5.53125,5.53125,0.9923199152542372,0.8700564971751412,0.9890536723163842,0.6638418079096046,L24H6,I,<tool_call>,full,
codecontests_cpp_536,973,,codecontests_cpp_536.txt,reverse_no_tool,ok,0.0,-3.734375,3.734375,0.9940834205020921,0.8242677824267782,0.9792102510460251,0.7154811715481172,L21H1,I,<tool_call>,full,
codecontests_java_536,974,,codecontests_java_536.txt,reverse_no_tool,ok,0.0,-5.75,5.75,0.9890455163043478,1.0271739130434783,0.9797894021739131,0.967391304347826,L24H6,I,<tool_call>,full,
codecontests_cpp_538,975,,codecontests_cpp_538.txt,reverse_no_tool,ok,0.0,-3.3125,3.3125,1.0002763856132075,0.9716981132075472,0.9924823113207547,0.8207547169811321,L21H12,I,<tool_call>,full,
codecontests_java_538,976,,codecontests_java_538.txt,reverse_no_tool,ok,0.0,-3.921875,3.921875,0.987300796812749,0.8207171314741036,0.973605577689243,0.8406374501992032,L24H6,I,<tool_call>,full,
codecontests_cpp_540,977,,codecontests_cpp_540.txt,reverse_no_tool,ok,0.0,-2.09375,2.09375,0.9969391324626866,1.1044776119402986,0.9937033582089553,1.171641791044776,L21H1,I,<tool_call>,full,
codecontests_java_540,978,,codecontests_java_540.txt,reverse_no_tool,ok,0.0,-3.90625,3.90625,0.996671875,0.68,0.98375,0.604,L24H6,I,<tool_call>,full,
codecontests_cpp_541,979,,codecontests_cpp_541.txt,reverse_no_tool,ok,0.0,-1.6796875,1.6796875,0.996875,1.1069767441860465,0.9912427325581395,1.069767441860465,L21H12,I,<tool_call>,full,
codecontests_cpp_542,980,,codecontests_cpp_542.txt,reverse_no_tool,ok,0.0,-2.703125,2.703125,0.9942422326589595,0.8497109826589595,0.9696531791907514,0.6242774566473989,L21H12,I,<tool_call>,full,
codecontests_java_544,981,,codecontests_java_544.txt,reverse_no_tool,ok,0.0,-5.125,5.125,0.9757050304878049,0.9939024390243902,0.9466463414634146,0.8170731707317073,L24H6,I,<tool_call>,full,
codecontests_java_545,982,,codecontests_java_545.txt,reverse_no_tool,ok,0.0,-4.25,4.25,0.9789751838235294,1.1691176470588236,0.9806985294117647,1.036764705882353,L24H6,I,<tool_call>,full,
codecontests_java_546,983,,codecontests_java_546.txt,reverse_no_tool,ok,0.0,-4.78125,4.78125,0.9943576388888888,0.7973856209150327,0.9812091503267973,0.7549019607843137,L24H6,I,<tool_call>,full,
