sample_id,variant,span,attn_mass,attn_density
codecontests_cpp_6,clean,function_body_anchor,0.026728259399533272,0.013364129699766636
codecontests_cpp_6,clean,file_target,0.024329321458935738,0.012164660729467869
codecontests_cpp_6,clean,tail_suffix,0.10049649327993393,0.009136044420301914
codecontests_cpp_6,clean,task_body,0.12830118834972382,0.0013795826816931367
codecontests_cpp_6,base,lead_phrase,0.14201733469963074,0.07100866734981537
codecontests_cpp_6,base,function_body_anchor,0.010134728625416756,0.005067364312708378
codecontests_cpp_6,base,file_target,0.018280647695064545,0.009140323847532272
codecontests_cpp_6,base,tail_suffix,0.08257859945297241,0.007507145404815674
codecontests_cpp_6,base,task_body,0.1264113187789917,0.0013592614559456706
codecontests_java_6,clean,lead_phrase,0.08104247599840164,0.04052123799920082
codecontests_java_6,clean,function_body_anchor,0.019555628299713135,0.009777814149856567
codecontests_java_6,clean,file_target,0.009257664903998375,0.0046288324519991875
codecontests_java_6,clean,tail_suffix,0.08481759577989578,0.00771069061011076
codecontests_java_6,clean,task_body,0.12288407981395721,0.0013964100508019328
codecontests_java_6,base,lead_phrase,0.16534437239170074,0.08267218619585037
codecontests_java_6,base,function_body_anchor,0.009320683777332306,0.004660341888666153
codecontests_java_6,base,file_target,0.007803319022059441,0.0039016595110297203
codecontests_java_6,base,tail_suffix,0.07827531546354294,0.007115937769412994
codecontests_java_6,base,task_body,0.1179257482290268,0.00134006526786834
codecontests_java_7,clean,lead_phrase,0.056806229054927826,0.01136124599725008
codecontests_java_7,clean,function_body_anchor,0.006181274075061083,0.0030906370375305414
codecontests_java_7,clean,file_target,0.009182278998196125,0.0045911394990980625
codecontests_java_7,clean,tail_suffix,0.056895963847637177,0.005172360222786665
codecontests_java_7,clean,task_body,0.11675857752561569,0.0018533107358962297
codecontests_java_7,base,lead_phrase,0.050846897065639496,0.0101693794131279
codecontests_java_7,base,function_body_anchor,0.006436774507164955,0.0032183872535824776
codecontests_java_7,base,file_target,0.008299194276332855,0.004149597138166428
codecontests_java_7,base,tail_suffix,0.06081381440162659,0.005528528708964586
