source,target,support_weighted,support_unweighted
MLP13,MLP17,0.0481596265469288,0.04936120789779326
L12H6,L13H9,0.04813752642518151,0.047619047619047616
L15H9,L16H8,0.04811801273118269,0.04878048780487805
MLP11,MLP13,0.04799995569196368,0.047619047619047616
L12H6,L13H3,0.04790957700250911,0.05226480836236934
MLP6,L16H8,0.04713640325545892,0.04819976771196283
L16H9,MLP19,0.04709836191508964,0.04529616724738676
MLP5,L16H4,0.04704942438569293,0.04878048780487805
L2H14,MLP12,0.04677600873550449,0.04878048780487805
Input Embed,L6H0,0.04674990303915789,0.04878048780487805
L13H6,L16H8,0.04668319893093955,0.04645760743321719
Input Embed,MLP7,0.0453582614819886,0.04529616724738676
L12H6,MLP17,0.04509810203564943,0.04645760743321719
L2H14,MLP11,0.04474618807075802,0.04529616724738676
Input Embed,L12H6,0.04449198845217407,0.04355400696864112
L16H4,L17H12,0.04415056483720905,0.04645760743321719
L16H8,MLP18,0.044008754978645995,0.04355400696864112
MLP16,L20H14,0.043816907855002654,0.041811846689895474
MLP12,L17H12,0.0433188612621822,0.04587688734030197
L13H3,L16H8,0.04232972848645873,0.04355400696864112
MLP18,L21H1,0.04174999352162865,0.04065040650406504
L10H5,MLP11,0.04155846809526803,0.04065040650406504
MLP9,L16H8,0.040513946978310275,0.03948896631823461
L13H9,L16H8,0.04047010249647261,0.04006968641114982
MLP11,L17H2,0.04045887102649834,0.04006968641114982
L2H14,MLP5,0.040348040336529965,0.042392566782810684
MLP11,L13H3,0.040286365717534044,0.04006968641114982
L11H1,L13H3,0.04019792289851647,0.038908246225319396
L16H4,MLP19,0.03979393801226578,0.04123112659698026
L2H15,MLP11,0.03897997551324784,0.03832752613240418
MLP12,L15H5,0.038791587791406845,0.03832752613240418
L11H8,MLP12,0.03797130504899789,0.03774680603948897
MLP6,L16H4,0.037290658657950004,0.03832752613240418
Input Embed,L4H15,0.03723432799461383,0.04006968641114982
MLP12,L15H9,0.037056471391102005,0.03716608594657375
MLP3,L16H8,0.03698750767767965,0.036585365853658534
L13H13,MLP16,0.03678648580473781,0.036004645760743324
Input Embed,L9H5,0.03651930581979706,0.03542392566782811
